-181.327, -0.478, 9.453, 19.090
-181.326, -0.794, 9.484, 19.123
-181.325, -1.111, 9.515, 19.156
-181.324, -1.429, 9.547, 19.189
-181.323, -1.748, 9.578, 19.222
-181.322, -2.068, 9.609, 19.255
-181.321, -2.389, 9.641, 19.288
-181.320, -2.711, 9.672, 19.321
-181.319, -3.034, 9.704, 19.354
-181.318, -3.359, 9.736, 19.387
-181.318, -3.684, 9.768, 19.420
-181.317, -4.010, 9.800, 19.453
-181.316, -4.338, 9.832, 19.486
-181.315, -4.666, 9.864, 19.519
-181.314, -4.996, 9.896, 19.552
-181.313, -5.327, 9.929, 19.585
-181.312, -5.659, 9.961, 19.618
-181.311, -5.991, 9.994, 19.651
-181.310, -6.325, 10.027, 19.684
-181.308, -6.660, 10.060, 19.717
-181.307, -6.997, 10.093, 19.750
-181.306, -7.334, 10.126, 19.783
-181.305, -7.672, 10.159, 19.816
-181.304, -8.012, 10.192, 19.849
-181.303, -8.352, 10.225, 19.882
-181.302, -8.694, 10.259, 19.915
-181.301, -9.037, 10.293, 19.948
-181.300, -9.381, 10.326, 19.981
-181.299, -9.726, 10.360, 20.014
-181.298, -10.072, 10.394, 20.047
-181.296, -10.419, 10.428, 20.080
-181.295, -10.768, 10.462, 20.113
-181.294, -11.117, 10.496, 20.146
-181.293, -11.468, 10.531, 20.179
-181.292, -11.820, 10.565, 20.212
-181.291, -12.173, 10.600, 20.245
-181.289, -12.527, 10.634, 20.278
-181.288, -12.883, 10.669, 20.311
-181.287, -13.239, 10.704, 20.344
-181.286, -13.597, 10.739, 20.377
-181.284, -13.956, 10.774, 20.410
-181.283, -14.316, 10.809, 20.443
-181.282, -14.677, 10.845, 20.476
-181.281, -15.039, 10.880, 20.509
-181.279, -15.403, 10.916, 20.542
-181.278, -15.768, 10.951, 20.575
-181.277, -16.134, 10.987, 20.608
-181.275, -16.501, 11.023, 20.641
-181.274, -16.869, 11.059, 20.674
-181.273, -17.239, 11.095, 20.707
-181.271, -17.609, 11.131, 20.740
-181.270, -17.981, 11.167, 20.773
-181.269, -18.354, 11.204, 20.806
-181.267, -18.729, 11.240, 20.839
-181.266, -19.104, 11.277, 20.872
-181.264, -19.481, 11.314, 20.905
-181.263, -19.859, 11.351, 20.938
-181.261, -20.239, 11.388, 20.971
-181.260, -20.619, 11.425, 21.004
-181.259, -21.001, 11.462, 21.037
-181.257, -21.384, 11.500, 21.070
-181.256, -21.768, 11.537, 21.103
-181.254, -22.154, 11.575, 21.136
-181.253, -22.541, 11.613, 21.169
-181.251, -22.929, 11.651, 21.202
-181.250, -23.318, 11.690, 21.235
-181.248, -23.709, 11.728, 21.268
-181.246, -24.101, 11.767, 21.301
-181.245, -24.494, 11.806, 21.334
-181.243, -24.888, 11.845, 21.367
-181.242, -25.284, 11.885, 21.400
-181.240, -25.681, 11.924, 21.433
-181.238, -26.080, 11.964, 21.466
-181.237, -26.480, 12.004, 21.499
-181.235, -26.881, 12.044, 21.532
-181.233, -27.283, 12.084, 21.565
-181.232, -27.687, 12.125, 21.598
-181.230, -28.092, 12.165, 21.631
-181.228, -28.499, 12.206, 21.664
-181.227, -28.907, 12.247, 21.697
-181.225, -29.316, 12.288, 21.730
-181.223, -29.727, 12.329, 21.763
-181.221, -30.139, 12.370, 21.796
-181.220, -30.552, 12.411, 21.829
-181.218, -30.967, 12.453, 21.862
-181.216, -31.383, 12.495, 21.895
-181.214, -31.801, 12.536, 21.928
-181.212, -32.220, 12.578, 21.961
-181.211, -32.640, 12.620, 21.994
-181.209, -33.062, 12.662, 22.027
-181.207, -33.485, 12.704, 22.060
-181.205, -33.909, 12.746, 22.093
-181.203, -34.335, 12.789, 22.126
-181.201, -34.763, 12.831, 22.159
-181.199, -35.191, 12.874, 22.192
-181.197, -35.622, 12.917, 22.225
-181.195, -36.053, 12.960, 22.258
-181.193, -36.486, 13.003, 22.291
-181.191, -36.921, 13.046, 22.324
-181.189, -37.357, 13.089, 22.357
-181.187, -37.794, 13.132, 22.390
-181.185, -38.233, 13.176, 22.423
-181.183, -38.673, 13.219, 22.456
-181.181, -39.115, 13.263, 22.489
-181.179, -39.558, 13.307, 22.522
-181.177, -40.003, 13.351, 22.555
-181.175, -40.449, 13.395, 22.588
-181.173, -40.897, 13.439, 22.621
-181.170, -41.346, 13.483, 22.654
-181.168, -41.796, 13.528, 22.687
-181.166, -42.248, 13.572, 22.720
-181.164, -42.702, 13.617, 22.753
-181.162, -43.157, 13.662, 22.786
-181.159, -43.614, 13.707, 22.819
-181.157, -44.072, 13.752, 22.852
-181.155, -44.531, 13.797, 22.885
-181.152, -44.992, 13.843, 22.918
-181.150, -45.455, 13.888, 22.951
-181.148, -45.919, 13.934, 22.984
-181.145, -46.385, 13.980, 23.017
